_id,url,nama_pengguna,title,pertanyaan,teman,total_jawaban,total_tercerdas,terima_kasih,total_tercerdas_matematika,total_tercerdas_ppkn,total_tercerdas_ips,total_tercerdas_biologi,total_tercerdas_fisika,total_tercerdas_sejarah,total_tercerdas_binggris,total_tercerdas_seni,total_tercerdas_kimia,total_tercerdas_geografi,total_tercerdas_ti,total_tercerdas_ekonomi,total_tercerdas_barab,total_tercerdas_daerah,total_tercerdas_penjaskes,total_tercerdas_sosiologi,total_tercerdas_blain,total_tercerdas_wirausaha,total_tercerdas_akuntansi,total_tercerdas_bjepang,total_tercerdas_bmandarin,total_tercerdas_bperancis,total_jawaban_matematika,total_jawaban_ppkn,total_jawaban_ips,total_jawaban_biologi,total_jawaban_fisika,total_jawaban_sejarah,total_jawaban_binggris,total_jawaban_seni,total_jawaban_kimia,total_jawaban_geografi,total_jawaban_ti,total_jawaban_ekonomi,total_jawaban_barab,total_jawaban_bdaerah,total_jawaban_penjaskes,total_jawaban_sosiologi,total_jawaban_blain,total_jawaban_wirausaha,total_jawaban_akuntansi,total_jawaban_bjepang,total_jawaban_bmandarin,total_jawaban_bperancis,total_jawaban_bindonesia,total_tercerdas_bindonesia,total_jawaban_sbmptn,total_tercerdas_sbmptn,poin,tingkat,bergabung
5f679f5d27c9b05b708abc9f,https://brainly.co.id/app/profile/4933066,Sutr1sn0,"[""Brainly Master"",""BrainlyElite"",""Jenius""]",0,47,9971,14,322,1198,0,13,9,55,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8826,0,82,128,408,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,19,0,0,83737,Sekolah Menengah Atas,22 April 2017
5f679f5d27c9b05b708abca0,https://brainly.co.id/app/profile/4891300,tiaTM,"[""Jenius""]",3,62,1516,214,18,5,0,0,4,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,5,1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,0,0,42189,Sekolah Menengah Atas,14 April 2017
5f679f5d27c9b05b708abca1,https://brainly.co.id/app/profile/3716768,MRWAR,"[""Brainly Bachelor"",""Teaching Assistant"",""Jenius""]",0,54,4445,371,1971,0,23,7,0,0,29,282,0,0,1,0,0,0,0,17,0,0,0,0,0,0,0,0,438,262,0,0,534,2179,0,0,70,0,0,0,0,699,0,0,0,0,0,0,0,89,2,0,0,183254,Sekolah Menengah Atas,20 September 2016
5f679f5d27c9b05b708abca2,https://brainly.co.id/app/profile/4868126,Cadilac,"[""Si Hebat""]",26,15,887,107,53,92,0,1,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770,0,12,0,60,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,13076,Sekolah Menengah Atas,10 April 2017
5f679f5d27c9b05b708abca3,https://brainly.co.id/app/profile/5829804,Arkan5283,"[""Jenius""]",4,18,3925,705,337,682,0,2,2,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3794,0,18,13,23,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,28152,Sekolah Menengah Atas,2 Oktober 2017
5f679f5d27c9b05b708abca4,https://brainly.co.id/app/profile/4589026,Bobb123,"[""Pakar""]",0,5,328,33,14,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,3124,Sekolah Menengah Atas,20 Februari 2017
5f679f5d27c9b05b708abca5,https://brainly.co.id/app/profile/1172847,fajarperdana,"[""Jenius""]",4,69,1779,214,183,93,7,13,9,45,4,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,716,67,137,83,396,46,0,0,124,56,0,0,0,0,0,0,0,0,0,0,0,0,38,2,0,0,69492,Sekolah Menengah Atas,11 Februari 2015
5f679f5d27c9b05b708abca6,https://brainly.co.id/app/profile/3610361,Zerif,"[""Ambisius""]",9,2,70,6,497,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,5,6,4,0,5,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,,,,2108,Sekolah Menengah Atas,5 September 2016
5f679f5d27c9b05b708abca7,https://brainly.co.id/app/profile/10975672,Hikmah192023,"[""Apprentice Moderator"",""Best Team"",""Si Hebat""]",88,70,602,91,23,34,3,4,2,2,0,0,1,0,0,0,0,33,0,0,0,0,0,0,0,0,0,229,23,15,15,12,0,0,11,0,0,0,0,217,0,4,0,0,0,5,0,0,0,48,5,,,69175,Sekolah Menengah Atas,26 Maret 2019
5f679f5d27c9b05b708abca8,https://brainly.co.id/app/profile/1197991,MPangkey,"[""Ambisius""]",23,5,13,2,540,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,,,503,Sekolah Menengah Atas,18 Februari 2015
5f679f5d27c9b05b708abca9,https://brainly.co.id/app/profile/11548099,yogiesmanto,"[""Pemula""]",0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,65,Sekolah Menengah Atas,5 Juli 2019
5f679f5d27c9b05b708abcaa,https://brainly.co.id/app/profile/11549488,awansethoraharjo,"[""Pemula""]",0,29,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,65,Sekolah Menengah Atas,7 Juli 2019
5f679f5d27c9b05b708abcab,https://brainly.co.id/app/profile/10252154,faizelreza,"[""Ambisius""]",0,2,26,1,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,310,Sekolah Menengah Pertama,16 Januari 2019
5f679f5d27c9b05b708abcac,https://brainly.co.id/app/profile/3836235,firdayustika,"[""Ambisius""]",15,1,8,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,521,Sekolah Menengah Atas,4 Oktober 2016
5f679f5d27c9b05b708abcad,https://brainly.co.id/app/profile/11549104,Y00L00,"[""Ambisius""]",1,34,25,10,102,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,280,Sekolah Menengah Atas,6 Juli 2019
5f679f5d27c9b05b708abcae,https://brainly.co.id/app/profile/8206799,abc12373,"[""Elementary Moderator"",""Examiner"",""Si Hebat""]",30,85,1225,127,136,15,10,11,17,11,5,5,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,116,87,123,250,67,54,55,72,0,0,0,0,0,0,0,0,0,0,74,0,0,0,126,16,,,61197,Sekolah Menengah Pertama,6 Agustus 2018
5f679f5d27c9b05b708abcaf,https://brainly.co.id/app/profile/10464030,andinbudaya03,"[""Ambisius""]",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,380,Sekolah Menengah Atas,6 Februari 2019
5f679f5d27c9b05b708abcb0,https://brainly.co.id/app/profile/11485666,bocahnael,"[""Si Hebat""]",8,129,1390,132,38,2,6,44,4,2,6,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,36,91,757,106,27,53,0,38,0,24,0,0,0,0,33,0,0,0,0,0,0,0,77,7,,,12538,Sekolah Menengah Pertama,9 Juni 2019
5f679f5d27c9b05b708abcb1,https://brainly.co.id/app/profile/1363981,dianutami3,"[""Brainly Master"",""BrainlyElite"",""Jenius""]",13,153,6033,766,836,51,0,0,1,708,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,323,0,0,11,5657,0,0,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,75494,Sekolah Menengah Atas,14 April 2015
5f679f5d27c9b05b708abcb2,https://brainly.co.id/app/profile/305021,qorysweet,"[""Pakar""]",116,39,659,58,51,4,18,4,5,3,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,27,259,46,79,19,8,0,10,129,0,0,0,0,0,0,0,0,11,0,0,0,0,31,2,,,5972,Sekolah Menengah Atas,26 Agustus 2014
5f679f5d27c9b05b708abcb3,https://brainly.co.id/app/profile/94609,Shina55,"[""Gemar Membantu""]",9,4,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,226,Sekolah Menengah Atas,14 April 2014
5f679f5d27c9b05b708abcb4,https://brainly.co.id/app/profile/2450786,silvafirmayanti,"[""Ambisius""]",1,3,40,4,73,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,2,1,1,0,0,0,2,0,0,0,1,3,0,1,0,0,0,0,0,0,0,23,2,,,658,Sekolah Menengah Atas,11 Januari 2016
5f679f5d27c9b05b708abcb5,https://brainly.co.id/app/profile/4576411,kathlynn,"[""Ambisius""]",2,1,57,3,634,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,6,5,0,13,0,0,0,0,0,0,0,20,5,0,0,0,0,0,0,3,,,,589,Sekolah Menengah Atas,19 Februari 2017
5f679f5d27c9b05b708abcb6,https://brainly.co.id/app/profile/4933066,Sutr1sn0,"[""Brainly Master"",""BrainlyElite"",""Jenius""]",0,47,9971,14,322,1198,10,13,9,55,0,10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8826,46,82,128,408,0,89,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,79,19,0,0,83737,Sekolah Menengah Atas,22 April 2017
5f679f5d27c9b05b708abcb7,https://brainly.co.id/app/profile/4244856,Nik001,"[""Advanced Moderator"",""Brainly Doctor"",""BrainlyElite"",""Jenius""]",3,199,7779,12,796,1147,10,22,12,11,11,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7063,154,162,60,55,46,18,0,0,0,0,0,35,58,0,0,0,0,0,0,0,0,78,8,,,366231,Sekolah Menengah Pertama,1 Desember 2016
5f679f5d27c9b05b708abcb8,https://brainly.co.id/app/profile/5805404,cbbesarsil,"[""Ambisius""]",57,14,119,6,636,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,24,17,0,8,3,5,0,0,0,5,3,0,0,0,0,0,0,0,0,0,15,1,,,678,Sekolah Menengah Atas,28 September 2017
5f679f5d27c9b05b708abcb9,https://brainly.co.id/app/profile/3661584,Vitruviuz,"[""Jenius""]",10,52,2388,201,261,55,1,3,0,4,9,2,0,0,0,1,0,0,0,105,0,0,0,0,16,0,0,452,19,47,0,40,63,44,0,22,0,19,0,0,0,1543,0,0,0,0,67,0,0,,,,,62930,Sekolah Menengah Atas,10 September 2016
5f679f5d27c9b05b708abcba,https://brainly.co.id/app/profile/4008198,ilukman,"[""Teaching Assistant"",""Terpelajar""]",0,32,5033,52,1263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,1,0,0,1,5001,0,0,0,0,0,0,0,0,4,,,,69084,Sekolah Menengah Atas,25 Oktober 2016
5f679f5d27c9b05b708abcbb,https://brainly.co.id/app/profile/97314,jihannk99,"[""Si Hebat""]",288,48,870,108,89,21,8,4,8,4,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,32,40,43,36,0,74,26,0,0,0,0,0,80,0,0,0,0,0,0,0,0,229,24,,,10794,Sekolah Menengah Atas,16 April 2014
5f679f5d27c9b05b708abcbc,https://brainly.co.id/app/profile/4996665,udinsederhana,"[""Jenius""]",28,35,1660,195,231,0,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1659,0,0,0,0,0,0,0,0,0,,,,,38766,Sekolah Menengah Atas,5 Mei 2017
5f679f5d27c9b05b708abcbd,https://brainly.co.id/app/profile/3276467,andanarjuna,"[""Jenius""]",4,52,2884,332,113,15,7,18,20,6,4,233,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,162,94,211,137,64,31,1937,19,0,27,0,0,0,0,0,0,0,0,0,0,0,0,108,14,,,49782,Sekolah Menengah Atas,31 Juli 2016
5f679f5d27c9b05b708abcbe,https://brainly.co.id/app/profile/1707625,AzuraRaiser,"[""Brainly Bachelor"",""Jenius""]",43,228,3764,362,345,27,205,44,13,7,12,3,0,6,0,18,0,0,0,0,0,0,0,0,0,0,0,254,2136,386,133,89,88,65,0,49,0,273,0,0,0,0,0,0,0,0,0,0,0,105,11,,,57237,Sekolah Menengah Atas,20 Agustus 2015
5f679f5d27c9b05b708abcbf,https://brainly.co.id/app/profile/60607,DiahYusi,"[""Si Hebat""]",55,231,1030,113,146,83,0,1,3,15,0,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,865,0,11,5,79,5,13,7,0,0,17,0,0,0,0,0,0,0,0,6,0,0,10,1,,,164503,Sekolah Menengah Atas,9 Maret 2014
5f679f5d27c9b05b708abcc0,https://brainly.co.id/app/profile/2244814,Zamroniy,"[""Brainly Master"",""BrainlyElite"",""Jenius""]",0,224,18739,12,1096,1,21,53,9,4,15,0,4,0,0,871,0,0,0,0,0,0,0,0,0,0,0,74,244,879,112,61,353,0,72,0,0,11742,0,0,175,0,0,0,0,0,0,0,0,4753,224,,,198181,Sekolah Menengah Atas,8 November 2015
5f679f5d27c9b05b708abcc1,https://brainly.co.id/app/profile/4891300,tiaTM,"[""Jenius""]",3,62,1516,214,18,5,0,0,4,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,1,5,1453,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,26,1,0,0,42189,Sekolah Menengah Atas,14 April 2017
5f679f5d27c9b05b708abcc2,https://brainly.co.id/app/profile/1668249,Alfinka99,"[""Si Hebat""]",51,32,1178,131,107,57,4,10,13,7,0,7,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,457,58,43,167,58,0,43,32,25,0,0,0,95,0,0,0,0,0,0,0,0,0,97,7,,,15013,Sekolah Menengah Atas,12 Agustus 2015
5f679f5d27c9b05b708abcc3,https://brainly.co.id/app/profile/3716768,MRWAR,"[""Brainly Bachelor"",""Teaching Assistant"",""Jenius""]",0,54,4445,371,1971,0,23,7,0,0,29,282,0,0,1,0,0,0,0,17,0,0,0,0,0,0,0,0,438,262,20,0,534,2179,0,0,70,0,0,0,0,699,0,0,0,0,0,0,0,89,2,0,0,183254,Sekolah Menengah Atas,20 September 2016
5f679f5d27c9b05b708abcc4,https://brainly.co.id/app/profile/4868126,Cadilac,"[""Si Hebat""]",26,15,887,107,53,92,0,1,1,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770,0,12,2,60,6,23,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,13076,Sekolah Menengah Atas,10 April 2017
5f679f5d27c9b05b708abcc5,https://brainly.co.id/app/profile/5323879,fadjrisetiawan,"[""Si Hebat""]",9,25,1260,60,94,0,0,13,1,0,0,0,0,0,0,0,6,0,0,0,32,0,0,0,0,0,0,0,24,255,6,0,19,0,17,0,8,0,65,0,0,6,817,0,0,0,0,0,0,20,2,,,17668,Sekolah Menengah Atas,1 Agustus 2017
5f679f5d27c9b05b708abcc6,https://brainly.co.id/app/profile/4720516,assifa354,"[""Si Hebat""]",10,63,294,26,18,6,5,9,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,85,29,65,18,7,7,0,6,0,0,0,6,23,0,0,0,0,0,0,0,0,0,22,1,,,4115,Sekolah Menengah Atas,14 Maret 2017
5f679f5d27c9b05b708abcc7,https://brainly.co.id/app/profile/4,mon29ika29,"[""Programmer "",""Ambisius""]",1,110,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2378,Sekolah Menengah Atas,26 November 2013
5f679f5d27c9b05b708abcc8,https://brainly.co.id/app/profile/5139143,tyshl,"[""Tutor"",""Administrator"",""Ambisius""]",15,24,35,2,382,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,27,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,,,,,771444,Sekolah Menengah Atas,7 Juni 2017
5f679f5d27c9b05b708abcc9,https://brainly.co.id/app/profile/5758482,AgusSapdiman,"[""Si Hebat""]",69,7,800,107,39,49,1,3,20,10,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,402,15,18,160,51,10,0,0,46,0,0,7,0,0,0,0,0,29,0,0,0,0,18,1,,,3184,Sekolah Menengah Atas,24 September 2017
5f679f5d27c9b05b708abcca,https://brainly.co.id/app/profile/117080,umaimahazzahrah,"[""Brainly Bachelor"",""Jenius""]",24,282,3347,522,328,20,11,12,21,20,9,408,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,124,86,112,159,142,58,2425,0,40,0,0,0,40,0,0,0,0,0,0,0,0,0,73,8,,,154424,Sekolah Menengah Atas,5 Mei 2014
5f679f5d27c9b05b708abccb,https://brainly.co.id/app/profile/5282680,Raafi098,"[""Pakar""]",9,10,143,18,595,0,1,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,0,5,0,121,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,,2305,Sekolah Menengah Pertama,28 Juli 2017
5f679f5d27c9b05b708abccc,https://brainly.co.id/app/profile/5829804,Arkan5283,"[""Jenius""]",4,18,3925,705,337,682,1,2,2,4,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3794,7,18,13,23,0,26,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,1,,,28152,Sekolah Menengah Atas,2 Oktober 2017
5f679f5d27c9b05b708abccd,https://brainly.co.id/app/profile/4589026,Bobb123,"[""Pakar""]",0,5,328,33,14,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,2,2,6,9,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,0,0,3124,Sekolah Menengah Atas,20 Februari 2017
5f679f5d27c9b05b708abcce,https://brainly.co.id/app/profile/1224042,theomartinz,"[""Administrator"",""Si Hebat""]",2,230,640,30,1487,0,1,1,4,0,4,6,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,19,111,88,71,0,58,37,42,0,22,0,27,0,0,0,0,0,0,0,0,0,0,99,5,,,125070,Sekolah Menengah Atas,26 Februari 2015
5f679f5d27c9b05b708abccf,https://brainly.co.id/app/profile/6160397,Vitorian1,"[""Si Hebat""]",2,10,798,134,53,52,8,26,11,14,1,4,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,288,55,127,70,68,20,19,0,0,0,0,0,22,0,27,0,0,0,0,0,0,0,31,4,,,6582,Sekolah Menengah Atas,13 November 2017
5f679f5d27c9b05b708abcd0,https://brainly.co.id/app/profile/1172847,fajarperdana,"[""Jenius""]",4,69,1779,214,183,93,7,13,9,45,4,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,716,67,137,83,396,46,0,0,124,56,0,0,0,0,0,0,0,0,0,0,0,0,38,2,0,0,69492,Sekolah Menengah Atas,11 Februari 2015
5f679f5d27c9b05b708abcd1,https://brainly.co.id/app/profile/1390053,TentorNF,"[""Si Hebat""]",2,50,1208,153,15,0,1,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,1,4,1164,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,,,,33712,Sekolah Menengah Atas,22 April 2015
5f679f5d27c9b05b708abcd2,https://brainly.co.id/app/profile/6442065,Anime004,"[""Gemar Membantu""]",2,1,16,2,68,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,2,2,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,,,,,171,Sekolah Menengah Atas,30 Desember 2017
5f679f5d27c9b05b708abcd3,https://brainly.co.id/app/profile/6145938,Manstein,"[""Brainly Bachelor"",""Jenius""]",5,33,2517,431,186,330,22,34,4,4,11,4,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,1781,150,203,25,34,78,45,0,0,0,37,0,40,0,0,0,0,0,0,0,0,0,49,7,,,30658,Sekolah Menengah Atas,10 November 2017
5f679f5d27c9b05b708abcd4,https://brainly.co.id/app/profile/6029873,seruniamalia2527,"[""Teaching Assistant"",""Si Hebat""]",0,9,747,73,24,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,4745,Sekolah Menengah Atas,27 Oktober 2017
5f679f5d27c9b05b708abcd5,https://brainly.co.id/app/profile/2861394,dganteng1,"[""Si Hebat""]",5,42,766,84,42,2,8,36,8,2,4,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,29,87,335,64,27,41,0,35,0,0,17,0,0,0,24,0,0,0,0,0,0,0,30,5,,,15117,Sekolah Menengah Atas,8 April 2016
5f679f5d27c9b05b708abcd6,https://brainly.co.id/app/profile/6252639,mohryanef,"[""Si Hebat""]",0,6,1229,181,86,117,7,12,11,21,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,763,37,65,62,180,14,0,14,24,12,0,0,0,0,0,0,0,0,0,0,0,0,12,1,,,14051,Sekolah Menengah Atas,23 November 2017
5f679f5d27c9b05b708abcd7,https://brainly.co.id/app/profile/4964510,D4Nyghost,"[""Si Hebat""]",7,16,351,47,3,15,5,4,4,3,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,91,32,72,25,22,14,21,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,17,6,,,5093,Sekolah Menengah Atas,28 April 2017
5f679f5d27c9b05b708abcd8,https://brainly.co.id/app/profile/539411,bernardinus,"[""Si Hebat""]",2,10,341,28,14,2,1,2,2,0,0,15,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,27,8,52,14,7,20,184,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,9,4,,,3563,Sekolah Menengah Atas,23 September 2014
5f679f5d27c9b05b708abcd9,https://brainly.co.id/app/profile/206084,vgirindra,"[""Si Hebat""]",2,15,446,49,28,1,5,3,3,0,0,30,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,32,25,27,22,11,182,9,0,0,7,0,0,0,0,0,0,0,0,0,0,0,84,3,,,11002,Sekolah Menengah Atas,9 Agustus 2014
5f679f5d27c9b05b708abcda,https://brainly.co.id/app/profile/5711720,profesorpink,"[""Si Hebat""]",5,16,1371,203,168,153,8,4,8,4,2,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1034,46,39,32,32,16,24,0,10,0,0,0,0,0,13,0,0,0,0,0,0,0,75,8,,,9322,Sekolah Menengah Atas,18 September 2017
5f679f5d27c9b05b708abcdb,https://brainly.co.id/app/profile/6383618,CindyValentina25,"[""Si Hebat""]",89,45,331,35,27,1,8,4,3,2,2,0,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,41,86,47,35,24,6,0,12,0,0,7,0,14,0,0,0,0,0,0,0,0,0,33,7,,,7820,Sekolah Menengah Atas,9 Desember 2017
5f679f5d27c9b05b708abcdc,https://brainly.co.id/app/profile/2720990,Diahfa,"[""Jenius""]",1,40,1303,182,79,83,3,3,2,0,1,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587,33,41,19,0,10,481,8,0,0,0,12,0,35,0,0,0,0,0,0,0,0,37,6,,,33856,Sekolah Menengah Atas,10 Maret 2016
5f679f5d27c9b05b708abcdd,https://brainly.co.id/app/profile/4739788,QUEENCROWN,"[""Si Hebat""]",20,8,944,162,58,137,1,0,3,4,0,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,760,9,0,26,48,3,24,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,,,9610,Sekolah Menengah Atas,17 Maret 2017
5f679f5d27c9b05b708abcde,https://brainly.co.id/app/profile/2416901,LadyMoon,"[""Si Hebat""]",14,24,2177,282,176,30,34,25,52,50,6,0,17,0,0,0,0,10,0,8,0,0,0,0,0,0,0,239,274,250,357,372,70,0,99,0,0,0,0,59,0,80,0,0,0,0,0,0,0,173,27,,,20936,Sekolah Menengah Atas,14 Desember 2015
5f679f5d27c9b05b708abcdf,https://brainly.co.id/app/profile/3328894,nanangnurulhidayat,"[""Jenius""]",0,71,2227,200,248,14,0,0,1,182,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,199,1,1,7,1976,0,4,0,36,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,35999,Sekolah Menengah Atas,5 Agustus 2016
5f679f5d27c9b05b708abce0,https://brainly.co.id/app/profile/5923957,YosafatKC,"[""Si Hebat""]",3,15,789,80,6,22,4,5,15,7,1,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,198,79,79,136,36,17,66,21,16,0,0,0,0,0,0,0,0,0,0,0,0,0,77,10,,,7681,Sekolah Menengah Atas,12 Oktober 2017
5f679f5d27c9b05b708abce1,https://brainly.co.id/app/profile/4336399,salsa1191,"[""Si Hebat""]",108,53,1451,191,7,66,20,25,16,5,8,0,8,0,0,0,0,6,0,12,0,0,0,0,0,0,0,468,202,231,128,41,41,0,59,0,0,0,0,34,0,71,0,0,0,0,0,0,0,74,9,,,21154,Sekolah Menengah Atas,28 Desember 2016
5f679f5d27c9b05b708abce2,https://brainly.co.id/app/profile/2231808,snfajrina,"[""Tutor"",""Administrator"",""Ambisius""]",6,35,99,5,24,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,8,0,0,8,17,15,0,0,2,0,9,0,5,14,0,6,0,0,0,0,,,,,3695,Sekolah Menengah Atas,5 November 2015
5f679f5d27c9b05b708abce3,https://brainly.co.id/app/profile/6279483,GabrielMagariwan,"[""Si Hebat""]",27,9,1080,112,114,12,15,21,12,0,23,2,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,47,150,157,55,0,410,24,36,0,0,0,0,0,0,24,27,0,0,0,0,0,0,36,7,,,10313,Sekolah Menengah Atas,27 November 2017
5f679f5d27c9b05b708abce4,https://brainly.co.id/app/profile/6303369,FadhlanArRasyid3,"[""Pakar""]",2,10,224,13,561,7,0,1,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,153,2,11,0,0,3,17,6,2,0,0,0,10,3,0,0,0,0,0,0,0,0,10,,,,2323,Sekolah Menengah Pertama,29 November 2017
5f679f5d27c9b05b708abce5,https://brainly.co.id/app/profile/4577496,tiur71,"[""Brainly Bachelor"",""Jenius""]",235,33,2608,364,114,342,3,4,1,5,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2477,18,25,7,27,3,3,9,0,0,0,0,0,0,8,0,0,0,0,0,0,0,18,1,,,40926,Sekolah Menengah Atas,19 Februari 2017
